pk,id,name,latitude,longitude,speakers_count,father_pk,family_pk,level,child_family_count,child_language_count,child_dialect_count,macroareas,status
3067,awtu1239,Awtuw,-3.5312900000000003,141.928,510.0,1121.0,331.0,language,0,0,0,Papunesia,shifting
3069,kwom1262,Kwoma,-4.08721,142.664,3000.0,1122.0,331.0,language,0,0,0,Papunesia,shifting
3078,nami1256,Namia,-3.85538,141.78799999999995,6000.0,1128.0,331.0,language,0,0,0,Papunesia,threatened
3079,akkk1240,Ak,-3.57026,141.784,75.0,1128.0,331.0,language,0,0,0,Papunesia,moribund
3080,awun1245,Auwon,-3.79671,141.999,400.0,1128.0,331.0,language,0,0,0,Papunesia,shifting
3085,mani1292,Manipuri,24.4409,93.3426,1760000.0,1523.0,334.0,language,0,0,3,Eurasia,threatened
3093,bugu1246,Bugun,27.192955600000005,92.4713002,1700.0,1524.0,334.0,language,0,0,6,Eurasia,shifting
3095,rawa1265,Rawang,27.1027,97.0738,63000.0,1526.0,334.0,language,0,0,15,Eurasia,not endangered
3100,mruu1242,Mru,24.154,90.6317,50000.0,1529.0,334.0,language,0,0,0,Eurasia,threatened
3113,dhim1246,Dhimal,26.6283,88.3798,20000.0,1534.0,334.0,language,0,0,2,Eurasia,shifting
3114,toto1302,Toto,26.67,88.975,1411.0,1534.0,334.0,language,0,0,0,Eurasia,shifting
3116,lhok1238,Lhokpu,26.9135,89.3099,2500.0,1535.0,334.0,language,0,0,0,Eurasia,shifting
3117,lepc1244,Lepcha,27.0869,88.5726,66500.0,1535.0,334.0,language,0,0,3,Eurasia,moribund
3118,raji1240,Raji,28.6151,81.577,3800.0,1536.0,334.0,language,0,0,0,Eurasia,shifting
3120,idum1241,Idu,29.4473,95.6472,11000.0,1537.0,334.0,language,0,0,0,Eurasia,threatened
3121,diga1241,Tawra,28.4993,96.8803,35000.0,1537.0,334.0,language,0,0,0,Eurasia,shifting
3122,zakh1243,Zakhring,28.129,97.022,900.0,1538.0,334.0,language,0,0,0,Eurasia,shifting
3123,miju1243,Kman,28.4732,97.0444,18000.0,1538.0,334.0,language,0,0,0,Eurasia,shifting
3131,waxi1236,Waxianghua,28.644,110.362,300000.0,1540.0,334.0,language,0,0,0,Eurasia,threatened
3132,moik1239,Moikodi,-9.60232,148.312,570.0,1541.0,336.0,language,0,0,0,Papunesia,not endangered
3133,anem1248,Aneme Wake,-9.75911,148.47899999999996,650.0,1541.0,336.0,language,0,0,5,Papunesia,not endangered
3134,bari1290,Bariji,-9.231,148.454,460.0,1542.0,336.0,language,0,0,0,Papunesia,not endangered
3135,nawa1258,Nawaru,-9.37935,148.237,190.0,1542.0,336.0,language,0,0,0,Papunesia,shifting
3136,yare1248,Yareba,-9.50651,148.605,750.0,1542.0,336.0,language,0,0,0,Papunesia,not endangered
3137,achu1248,Achuar-Shiwiar,-2.82646,-77.2641,7000.0,1543.0,337.0,language,0,0,2,South America,shifting
3138,huam1247,Huambisa,-3.99109,-77.9797,8000.0,1543.0,337.0,language,0,0,0,South America,shifting
3139,shua1257,Shuar,-3.45136,-78.1892,35000.0,1543.0,337.0,language,0,0,0,South America,threatened
3144,lumu1239,Lumun,10.8308,30.253,15000.0,1547.0,339.0,language,0,0,0,Africa,threatened
3145,awer1241,Awera,-2.71886,136.063,70.0,1548.0,340.0,language,0,0,0,Papunesia,shifting
3147,duvl1242,Duvle,-3.2183200000000003,137.964,930.0,1549.0,340.0,language,0,0,2,Papunesia,threatened
3151,foau1240,Abawiri,-3.04582,139.213,350.0,1550.0,340.0,language,0,0,0,Papunesia,shifting
3152,tawo1244,Taworta,-3.43455,139.061,300.0,1550.0,340.0,language,0,0,0,Papunesia,shifting
3173,koko1265,Kokoda,-2.12872,132.44899999999998,3700.0,1565.0,343.0,language,0,0,3,Papunesia,threatened
3177,mara1386,Maranunggu,-13.6754,130.12,35.0,1567.0,345.0,language,0,0,0,Australia,nearly extinct
3179,nucl1453,Walio,-4.41234,142.231,230.0,1568.0,347.0,language,0,0,0,Papunesia,shifting
3180,peii1238,Pei,-4.4397400000000005,142.247,50.0,1568.0,347.0,language,0,0,0,Papunesia,moribund
3201,asko1238,Askopan,-6.22539,155.30700000000004,1200.0,1597.0,363.0,language,0,0,0,Papunesia,not endangered
3202,roto1249,Rotokas,-5.94339,155.154,4300.0,1597.0,363.0,language,0,0,3,Papunesia,not endangered
3209,awac1239,Awa-Cuaiquer,1.21652,-78.3401,13000.0,1605.0,367.0,language,0,0,0,South America,threatened
3211,chac1249,Cha'palaa,0.7148899999999999,-79.0508,10000.0,1606.0,367.0,language,0,0,0,South America,shifting
3212,colo1256,Tsafiki,-0.21181,-79.2347,2300.0,1606.0,367.0,language,0,0,0,South America,shifting
3213,mekw1241,Mekwei,-2.52264,140.326,1200.0,1610.0,370.0,language,0,0,0,Papunesia,moribund
3233,orok1267,Orokolo,-7.813089999999999,145.34,50000.0,1620.0,377.0,language,0,0,0,Papunesia,not endangered
3234,keor1235,Keoru-Ahia,-7.63603,145.415,6000.0,1620.0,377.0,language,0,0,1,Papunesia,not endangered
3235,opao1240,Opao,-7.85988,145.751,1120.0,1620.0,377.0,language,0,0,0,Papunesia,not endangered
3236,toar1246,Toaripi,-8.07231,146.20600000000005,23000.0,1621.0,377.0,language,0,0,3,Papunesia,not endangered
3237,tair1256,Tairuma,-7.94866,145.732,4500.0,1621.0,377.0,language,0,0,0,Papunesia,not endangered
3246,djeo1235,Djeoromitxí,-12.038,-64.6694,50.0,1630.0,381.0,language,0,0,0,South America,moribund
3247,arik1265,Arikapú,-12.4878,-62.7261,2.0,1630.0,381.0,language,0,0,0,South America,extinct
3254,kren1239,Krenak,-18.9988,-41.2299,10.0,1634.0,381.0,language,0,0,0,South America,moribund
3258,yagw1240,Yagwoia,-7.14042,145.85399999999996,10000.0,1636.0,382.0,language,0,0,0,Papunesia,not endangered
3277,chim1300,Chimalapa Zoque,16.6543,-94.6913,4500.0,1643.0,389.0,language,0,0,0,North America,shifting
3280,sayu1241,Sayula Popoluca,17.8606,-94.9531,4800.0,1644.0,389.0,language,0,0,0,North America,shifting
3281,olut1240,Oluta Popoluca,17.8937,-94.8863,1.0,1644.0,389.0,language,0,0,0,North America,moribund
3284,zagh1240,Beria,17.4842,23.4626,750000.0,1650.0,392.0,language,0,0,6,Africa,not endangered
3287,naka1260,Nakara,-12.07653,134.32728999999998,58.0,1652.0,393.0,language,0,0,0,Australia,moribund
3289,iwai1244,Iwaidja,-11.3379,132.453,123.0,1655.0,394.0,language,0,0,1,Australia,shifting
3318,kaba1278,Kabardian,43.5082,43.3918,1712000.0,1660.0,399.0,language,0,0,1,Eurasia,threatened
3319,adyg1241,Adyghe,44.0,39.33,575900.0,1660.0,399.0,language,0,0,5,Eurasia,threatened
3320,abkh1244,Abkhaz,43.056218,41.159115,190110.0,1662.0,399.0,language,0,0,3,Eurasia,threatened
3321,abaz1241,Abaza,44.25,42.0,49800.0,1662.0,399.0,language,0,0,3,Eurasia,threatened
3323,even1260,Even,70.6687,130.914,5700.0,1663.0,400.0,language,0,0,17,Eurasia,moribund
3332,cavi1250,Cavineña,-13.3544,-66.6277,1700.0,1670.0,404.0,language,0,0,0,South America,shifting
3338,nede1245,Klamu,-8.28776,124.192,200.0,1799.0,410.0,language,0,0,0,Papunesia,nearly extinct
3339,kaer1234,Kaera,-8.3287,124.0177,5500.0,1799.0,410.0,language,0,0,0,Papunesia,threatened
3341,lamm1241,Western Pantar,-8.52787,124.057,10300.0,1799.0,410.0,language,0,0,3,Papunesia,threatened
3342,buna1278,Bunak,-9.13618,125.216,76000.0,1800.0,410.0,language,0,0,0,Papunesia,threatened
3350,juho1239,South-Eastern Ju,-19.688,20.7673,4000.0,1811.0,418.0,language,0,0,3,Africa,threatened
3362,bari1241,Barikanchi,11.989,8.4331,0.0,1816.0,421.0,language,0,0,0,Africa,extinct
3377,libe1240,Kru Pidgin English,6.422999999999999,-10.5284,1500000.0,1822.0,421.0,language,0,0,0,Africa,not endangered
3393,broo1238,Broome Pearling Lugger Pidgin,-17.927,122.233,40.0,1826.0,421.0,language,0,0,0,Australia,extinct
3398,hiri1237,Hiri Motu,-9.33333,147.083,120000.0,1830.0,421.0,language,0,0,2,Papunesia,not endangered
3401,fana1235,Fanagalo,-25.38484200000001,27.140083333299998,250000.0,1832.0,421.0,language,0,0,2,Africa,extinct
3406,sett1235,KiSetla,-15.6067,28.6923,0.0,1836.0,421.0,language,0,0,0,Africa,extinct
3415,eski1266,Herschel Island Eskimo Trade Jargon,70.11,-152.01,0.0,1840.0,421.0,language,0,0,0,North America,extinct
3441,auuu1241,Au,-3.53277,142.105,8000.0,1862.0,422.0,language,0,0,0,Papunesia,shifting
3443,buna1277,Buna,-3.95553,144.119,750.0,1863.0,422.0,language,0,0,2,Papunesia,shifting
3446,bung1270,Bungain,-3.69674,143.796,3600.0,1863.0,422.0,language,0,0,0,Papunesia,shifting
3451,urat1244,Urat,-3.60065,142.79,6300.0,1865.0,422.0,language,0,0,6,Papunesia,shifting
3452,yill1241,Yil,-3.46501,142.178,2500.0,1866.0,422.0,language,0,0,0,Papunesia,shifting
3453,ning1273,Ningil,-3.4973300000000003,142.251,950.0,1866.0,422.0,language,0,0,0,Papunesia,shifting
3456,yiss1240,Yis,-3.57371,141.88,320.0,1868.0,422.0,language,0,0,0,Papunesia,shifting
3457,yaus1235,Yau (Sandaun Province),-3.4663,141.974,140.0,1868.0,422.0,language,0,0,0,Papunesia,shifting
3458,sili1247,Siliput,-3.60838,142.39700000000005,520.0,1873.0,422.0,language,0,0,0,Papunesia,shifting
3460,gnau1240,Gnau,-3.59093,142.196,1300.0,1875.0,422.0,language,0,0,0,Papunesia,shifting
3461,diaa1238,Alu-Sinagen,-3.38837,142.248,1800.0,1876.0,422.0,language,0,0,0,Papunesia,shifting
3462,sina1269,Galu,-3.42446,142.36700000000005,330.0,1876.0,422.0,language,0,0,0,Papunesia,shifting
3463,seti1248,Seti,-3.45521,141.827,160.0,1877.0,422.0,language,0,0,0,Papunesia,shifting
3465,seta1245,Seta,-3.42155,141.748,180.0,1877.0,422.0,language,0,0,0,Papunesia,shifting
3467,valm1241,Walman,-3.24963,142.499,1700.0,1878.0,422.0,language,0,0,0,Papunesia,moribund
3469,wamb1258,Wambayan,-17.496,135.683,61.0,1879.0,423.0,language,0,0,4,Australia,nearly extinct
3470,djam1255,Jaminjung-Ngaliwurru,-15.0558,130.06,29.0,1880.0,423.0,language,0,0,2,Australia,shifting
3480,east2337,East Yugur,37.9882,101.762,4000.0,1895.0,3.0,language,0,0,0,Eurasia,threatened
3490,shek1244,Shekkacho,7.27424,35.3922,80000.0,1910.0,7.0,language,0,0,0,Africa,not endangered
3491,kafa1242,Kafa,7.340219999999999,36.1718,830000.0,1910.0,7.0,language,0,0,2,Africa,not endangered
3496,zays1235,Zayse-Zergulla,5.83747,37.3409,19000.0,1916.0,7.0,language,0,0,2,Africa,threatened
3497,kach1284,Kachama-Ganjule-Haro,6.3971,37.9291,2800.0,1916.0,7.0,language,0,0,3,Africa,shifting
3498,koor1239,Koorete,5.80545,37.8679,159200.0,1916.0,7.0,language,0,0,0,Africa,not endangered
3499,male1284,Male (Ethiopia),5.91975,36.9892,105000.0,1917.0,7.0,language,0,0,0,Africa,threatened
3501,bask1236,Basketo,6.45774,36.5763,93000.0,1917.0,7.0,language,0,0,0,Africa,threatened
3504,goro1261,Gorovu,-4.52947,144.59,15.0,1920.0,9.0,language,0,0,0,Papunesia,nearly extinct
3505,abuu1241,Abu,-4.24027,144.474,4200.0,1920.0,9.0,language,0,0,3,Papunesia,shifting
3508,aiom1240,Aiome,-5.13467,144.765,750.0,1922.0,9.0,language,0,0,0,Papunesia,shifting
3509,anor1241,Anor,-4.98449,144.80100000000004,980.0,1922.0,9.0,language,0,0,0,Papunesia,shifting
3512,kopa1248,Kopar,-3.98259,144.466,540.0,1926.0,9.0,language,0,0,0,Papunesia,shifting
3513,muri1260,Murik (Papua New Guinea),-3.86959,144.166,1000.0,1926.0,9.0,language,0,0,0,Papunesia,shifting
3514,yima1243,Yimas,-4.71731,143.572,300.0,1927.0,9.0,language,0,0,0,Papunesia,shifting
3515,tabr1243,Tabriak,-4.491619999999998,143.593,2100.0,1927.0,9.0,language,0,0,0,Papunesia,shifting
3527,moco1246,Mocoví,-28.097,-60.4145,3000.0,1938.0,16.0,language,0,0,0,South America,shifting
3528,yaro1235,Yaroame,1.720201,-62.230225,430.0,1943.0,20.0,language,0,0,3,South America,not endangered
3538,taba1263,Tabaru,1.46563,127.633,15000.0,1946.0,22.0,language,0,0,2,Papunesia,not endangered
3539,tern1247,Ternate,0.80562,127.333,42000.0,1947.0,22.0,language,0,0,0,Papunesia,shifting
3540,tido1248,Tidore,0.02461,127.746,26000.0,1947.0,22.0,language,0,0,0,Papunesia,not endangered
3543,zarm1239,Zarma-Kaado,12.8554,2.41173,3600000.0,1950.0,23.0,language,0,0,2,Africa,not endangered
3544,dend1243,Dendi (Benin),11.6682,3.49109,257050.0,1950.0,23.0,language,0,0,0,Africa,not endangered
3545,kora1291,Korandje,29.4957,-2.48113,3000.0,1952.0,23.0,language,0,0,0,Africa,shifting
3546,tasa1240,Tasawaq,16.7814,6.92037,8000.0,1952.0,23.0,language,0,0,0,Africa,shifting
3547,tada1238,Tadaksahak,16.685,2.32653,100000.0,1952.0,23.0,language,0,0,0,Africa,not endangered
3548,tagd1238,Tagdal,16.1908,6.8399199999999984,26900.0,1952.0,23.0,language,0,0,3,Africa,threatened
3554,huar1255,Huarijio,27.8685,-108.437,2100.0,1955.0,24.0,language,0,0,2,North America,shifting
3558,mayo1264,Mayo,26.4522,-108.981,39000.0,1957.0,24.0,language,0,0,0,North America,threatened
3559,yaqu1251,Yaqui,29.9446,-110.681,20640.0,1957.0,24.0,language,0,0,0,North America,threatened
3582,moha1258,Mohawk,43.72,-74.66835999999998,3875.0,1981.0,32.0,language,0,0,0,North America,shifting
3583,onei1249,Oneida,43.438742,-75.708106,47.0,1981.0,32.0,language,0,0,0,North America,shifting
3587,kwin1242,Kwinsu,-2.3038,139.5137,500.0,1988.0,33.0,language,0,0,0,Papunesia,threatened
3588,kede1239,Keder,-2.03589,139.08100000000002,370.0,1988.0,33.0,language,0,0,0,Papunesia,shifting
3589,bone1255,Bonerif,-2.0952900000000003,139.208,200.0,1988.0,33.0,language,0,0,0,Papunesia,shifting
3590,jofo1235,Jofotek-Bromnya,-2.2478,139.2969,200.0,1988.0,33.0,language,0,0,0,Papunesia,threatened
3591,dabe1239,Dabe,-2.05082,139.116,440.0,1988.0,33.0,language,0,0,0,Papunesia,shifting
3594,darg1241,North-Central Dargwa,42.4257,47.4388,490000.0,1993.0,37.0,language,0,0,15,Eurasia,threatened
3597,arch1244,Archi,42.3239,46.8267,970.0,1994.0,37.0,language,0,0,0,Eurasia,shifting
3604,avar1256,Avar,41.7047,46.558,1000000.0,1996.0,37.0,language,0,0,14,Eurasia,threatened
3605,chec1245,Chechen,43.5,45.5,1400000.0,1997.0,37.0,language,0,0,3,Eurasia,threatened
3606,ingu1240,Ingush,43.11,45.03,650000.0,1997.0,37.0,language,0,0,0,Eurasia,threatened
3609,youn1235,Younuo Bunu,25.7638,110.474,9700.0,2002.0,40.0,language,0,0,0,Eurasia,shifting
3610,pahn1237,Pa-Hng,22.8049,105.165,34000.0,2002.0,40.0,language,0,0,0,Eurasia,threatened
3611,wuna1248,Wunai Bunu,27.9649,110.473,5800.0,2002.0,40.0,language,0,0,0,Eurasia,shifting
3614,kimm1245,Kim Mun,22.9856,105.024,400000.0,2004.0,40.0,language,0,0,2,Eurasia,not endangered
3615,iumi1238,Iu Mien,20.83,101.17,840000.0,2004.0,40.0,language,0,0,8,Eurasia,not endangered
3618,nucl1302,Georgian,41.850397,43.78613,3700000.0,2006.0,45.0,language,0,0,15,Eurasia,not endangered
3619,jude1258,Judeo-Georgian,31.5,34.75,80000.0,2006.0,45.0,language,0,0,0,Eurasia,not endangered
3620,ming1252,Mingrelian,42.5129,41.8719,344000.0,2007.0,45.0,language,0,0,0,Eurasia,shifting
3621,lazz1240,Laz,41.5004,41.9096,33000.0,2007.0,45.0,language,0,0,7,Eurasia,threatened
3625,nucl1632,Sentani,-2.6013,140.512,30000.0,2013.0,46.0,language,0,0,3,Papunesia,not endangered
3626,nafr1241,Nafri,-2.65036,140.727,1630.0,2013.0,46.0,language,0,0,0,Papunesia,moribund
3633,umat1237,Umatilla,45.6391,-118.552,25.0,2021.0,50.0,language,0,0,0,North America,nearly extinct
3647,bard1255,Bardi,-16.6274,122.906,4.0,2047.0,63.0,language,0,0,2,Australia,nearly extinct
3651,yawu1244,Yawuru,-18.004,122.693,61.0,2049.0,63.0,language,0,0,3,Australia,extinct
3653,nyig1240,Nyigina,-17.9594,124.348,61.0,2051.0,63.0,language,0,0,2,Australia,moribund
3657,dolg1241,Dolgan,71.1083,94.2936,1100.0,2054.0,65.0,language,0,0,0,Eurasia,shifting
3658,yaku1245,Sakha,61.6974,133.98,450000.0,2054.0,65.0,language,0,0,0,Eurasia,threatened
3662,sala1264,Salar,35.5457,102.819,70000.0,2056.0,65.0,language,0,0,2,Eurasia,shifting
3684,phuo1238,Phuong,16.2118,107.467,15000.0,2062.0,68.0,language,0,0,0,Eurasia,not endangered
3697,khmu1256,Khmu,20.2463,101.671,3.0,2070.0,68.0,language,0,0,8,Eurasia,not endangered
3700,puoc1238,Ksingmul,20.8862,103.931,27000.0,2071.0,68.0,language,0,0,0,Eurasia,not endangered
3701,buga1247,Bugan,23.6124,104.963,2700.0,2072.0,68.0,language,0,0,0,Eurasia,threatened
3702,boly1239,Bolyu,24.7013,104.955,500.0,2072.0,68.0,language,0,0,0,Eurasia,moribund
3703,somr1240,Somray of Battambang-Somre of Siem Reap,12.243,103.139,4100.0,2075.0,68.0,language,0,0,0,Eurasia,nearly extinct
3706,chon1284,Chong of Chanthaburi,12.5218,102.514,500.0,2075.0,68.0,language,0,0,0,Eurasia,moribund
3708,pare1266,Gorum-Parenga,19.075,83.9723,20.0,2077.0,68.0,language,0,0,0,Eurasia,shifting
3715,kork1243,Korku,21.8358,77.5541,727133.0,2080.0,68.0,language,0,0,4,Eurasia,not endangered
3716,bodo1267,Bodo Gadaba,18.3857,82.771,10000.0,2081.0,68.0,language,0,0,2,Eurasia,shifting
3717,bond1245,Bondo,19.1512,83.8141,9000.0,2081.0,68.0,language,0,0,2,Eurasia,shifting
3721,aheu1239,Thavung,17.7655,104.229,700.0,2083.0,68.0,language,0,0,0,Eurasia,shifting
3723,viet1252,Vietnamese,20.681188,105.774071,76000000.0,2084.0,68.0,language,0,0,3,Eurasia,not endangered
3729,katu1273,Katua,14.8971,108.293,4000.0,2089.0,68.0,language,0,0,0,Eurasia,not endangered
3730,taku1254,Takua,15.4299,108.046,6000.0,2089.0,68.0,language,0,0,0,Eurasia,not endangered
3737,lawi1235,Lawi,15.306668,106.734345,500.0,2093.0,68.0,language,0,0,0,Eurasia,moribund
3740,warj1242,War-Jaintia,25.1154,91.6266,68000.0,2095.0,68.0,language,0,0,2,Eurasia,not endangered
3743,dana1252,Danau,20.4957,96.998,5000.0,2096.0,68.0,language,0,0,0,Eurasia,shifting
3747,jahh1242,Jah Hut,3.67619,102.291,4191.0,2099.0,68.0,language,0,0,7,Eurasia,shifting
3750,besi1244,Besisi,2.717,101.676,3675.0,2100.0,68.0,language,0,0,6,Eurasia,shifting
3751,baga1275,Pukur,10.5271,-14.6111,100.0,2101.0,69.0,language,0,0,2,Africa,shifting
3752,nalu1240,Nalu,11.0397,-14.8188,18500.0,2101.0,69.0,language,0,0,0,Africa,threatened
3753,mbul1258,Mbulungish,10.8553,-14.7372,500.0,2101.0,69.0,language,0,0,0,Africa,shifting
3759,wame1240,Wamey,12.5421,-13.177,38000.0,2104.0,69.0,language,0,0,0,Africa,threatened
3760,sere1260,Sereer,13.8941,-16.3916,1410700.0,2105.0,69.0,language,0,0,5,Africa,not endangered
3762,biaf1240,Biafada,11.467,-15.1347,45000.0,2106.0,69.0,language,0,0,0,Africa,threatened
3763,bady1239,Jaad-Badyara,12.6425,-13.4759,18210.0,2106.0,69.0,language,0,0,0,Africa,threatened
3768,land1256,Landoma,10.8753,-14.0895,14000.0,2109.0,69.0,language,0,0,1,Africa,threatened
3772,timn1235,Timne,8.90294,-12.3331,2500000.0,2109.0,69.0,language,0,0,11,Africa,not endangered
3778,kuwa1247,Kuwaa,7.54885,-9.9765,13000.0,2113.0,69.0,language,0,0,0,Africa,not endangered
3786,kamm1249,Kam,8.305,11.05611111,5000.0,2114.0,69.0,language,0,0,0,Africa,not endangered
3790,ukaa1243,Ukaan,7.59722,6.0393300000000005,18000.0,2115.0,69.0,language,0,0,3,Africa,not endangered
3792,okoe1238,Oko-Eni-Osayen,7.53908,6.15725,40000.0,2115.0,69.0,language,0,0,3,Africa,not endangered
3794,gade1242,Gade,8.71139,7.49869,72000.0,2115.0,69.0,language,0,0,0,Africa,not endangered
3807,mbre1244,Mbre,8.20929,-5.72944,30.0,2117.0,69.0,language,0,0,0,Africa,shifting
3808,apro1235,Aproumu Aizi,5.20273,-4.52192,6500.0,2117.0,69.0,language,0,0,0,Africa,threatened
3815,west2618,Western Canadian Inuktitut,64.3486,-96.148,680.0,2129.0,73.0,language,0,0,3,North America,threatened
3817,cent2128,Central Siberian Yupik,63.4308,-170.27200000000005,1200.0,2131.0,73.0,language,0,0,0,Eurasia,shifting
3818,cent2127,Central Alaskan Yupik,60.3062,-161.486,19750.0,2131.0,73.0,language,0,0,4,North America,shifting
3819,paci1278,Pacific Gulf Yupik,60.4238,-148.043,200.0,2131.0,73.0,language,0,0,2,North America,moribund
3820,nauk1242,Naukan Yupik,65.5184,-171.755,60.0,2131.0,73.0,language,0,0,0,Eurasia,shifting
3843,iqui1243,Iquito,-3.31233,-73.97046,35.0,2148.0,84.0,language,0,0,1,South America,nearly extinct
3845,arab1268,Arabela,-1.96126,-75.0612,50.0,2149.0,84.0,language,0,0,0,South America,nearly extinct
3846,aari1239,Aari,5.95034,36.5721,240000.0,2152.0,85.0,language,0,0,0,Africa,not endangered
3847,gayi1237,Gayil,6.15034,36.67211,56000.0,2152.0,85.0,language,0,0,0,Africa,not endangered
3848,hame1242,Hamer-Banna,5.06515,36.5176,74000.0,2153.0,85.0,language,0,0,0,Africa,threatened
3849,karo1297,Karo (Ethiopia),5.2101,36.1709,1500.0,2153.0,85.0,language,0,0,0,Africa,shifting
3853,kalu1248,Kaluli,-6.45932,142.78799999999995,3100.0,2174.0,91.0,language,0,0,4,Papunesia,not endangered
3854,soni1260,Sonia,-6.42736,142.589,400.0,2174.0,91.0,language,0,0,0,Papunesia,moribund
3862,rama1270,Rama,11.5007,-83.8571,740.0,2184.0,97.0,language,0,0,0,North America,nearly extinct
3863,male1297,Maléku Jaíka,10.7485,-84.7318,750.0,2184.0,97.0,language,0,0,0,North America,shifting
3870,kron1241,Krongo,10.514,30.003,22000.0,2194.0,99.0,language,0,0,1,Africa,threatened
3871,tumt1243,Tumtum,10.6378,30.4128,7000.0,2194.0,99.0,language,0,0,3,Africa,shifting
3872,kang1288,Kanga,11.0174,29.3463,8000.0,2195.0,99.0,language,0,0,5,Africa,shifting
3873,katc1249,Katcha-Kadugli-Miri,10.8423,29.4914,75000.0,2195.0,99.0,language,0,0,5,Africa,threatened
3877,tama1331,Tama (Chad),14.332,21.9951,68000.0,2199.0,102.0,language,0,0,4,Africa,not endangered
3878,assa1269,Assangori,13.9592,22.6393,24000.0,2199.0,102.0,language,0,0,6,Africa,threatened
3879,epen1239,Epena,4.258769999999998,-77.3566,3552.0,2203.0,106.0,language,0,0,1,South America,threatened
3882,embe1260,Emberá-Catío,7.52721,-76.7476,15000.0,2204.0,106.0,language,0,0,0,South America,threatened
3883,iter1241,Iteri,-4.11998,141.585,480.0,2208.0,109.0,language,0,0,0,Papunesia,shifting
3884,bopa1235,Bo (Papua New Guinea),-4.32114,141.45,85.0,2208.0,109.0,language,0,0,3,Papunesia,moribund
3885,lakk1238,Lakkia,24.1169,110.106,9000.0,2211.0,115.0,language,0,0,0,Eurasia,shifting
3891,qabi1235,Pubiao-Qabiao,23.2384,104.812,710.0,2214.0,115.0,language,0,0,0,Eurasia,moribund
3895,hlai1239,Hlai,18.8062,109.459,667000.0,2217.0,115.0,language,0,0,4,Eurasia,not endangered
3896,cunn1236,Cun,19.2182,108.743,80000.0,2217.0,115.0,language,0,0,0,Eurasia,moribund
3913,alut1245,Alutor,60.3844,165.653,25.0,2302.0,137.0,language,0,0,3,Eurasia,moribund
3915,kory1246,Koryak,63.8977,166.695,1665.0,2302.0,137.0,language,0,0,5,Eurasia,shifting
3937,tule1245,Tule-Kaweah Yokuts,36.05354000000001,-118.768616,1.0,2310.0,141.0,language,0,0,2,North America,extinct
3938,hozo1236,Hozo,9.38875,34.60448,3000.0,2314.0,142.0,language,0,0,0,Africa,shifting
3939,seze1235,Seze,9.50764,34.6449,3000.0,2314.0,142.0,language,0,0,0,Africa,shifting
3953,amai1246,Amaimon,-5.18742,145.368,1800.0,2330.0,146.0,language,0,0,0,Papunesia,not endangered
3960,kena1250,Kenati,-6.74765,145.881,950.0,2331.0,146.0,language,0,0,0,Papunesia,not endangered
3964,gend1249,Gende,-5.67528,145.17700000000005,8000.0,2333.0,146.0,language,0,0,0,Papunesia,not endangered
3969,kamo1255,Kamoro,-4.30433,135.88299999999998,8000.0,2335.0,146.0,language,0,0,3,Papunesia,not endangered
3970,semp1241,Sempan,-5.17582,137.588,1000.0,2335.0,146.0,language,0,0,0,Papunesia,threatened
3982,auye1238,Auye,-3.43705,136.096,600.0,2340.0,146.0,language,0,0,0,Papunesia,shifting
3988,yeko1240,Yekora,-7.8624800000000015,147.463,1100.0,2342.0,146.0,language,0,0,0,Papunesia,not endangered
3996,sili1249,Silimo,-4.5254400000000015,139.003,5000.0,2347.0,146.0,language,0,0,1,Papunesia,not endangered
3997,ndug1245,Nduga,-4.3404300000000005,138.411,10000.0,2347.0,146.0,language,0,0,2,Papunesia,not endangered
3999,huli1244,Huli,-5.9721199999999985,142.963,150000.0,2348.0,146.0,language,0,0,0,Papunesia,not endangered
4002,kyak1244,Kyaka,-5.52462,144.119,15000.0,2349.0,146.0,language,0,0,0,Papunesia,not endangered
4003,lemb1266,Lembena,-4.99504,143.891,1800.0,2349.0,146.0,language,0,0,0,Papunesia,not endangered
4004,ipil1240,Ipili,-5.42586,143.089,26000.0,2349.0,146.0,language,0,0,3,Papunesia,not endangered
4005,enga1252,Enga,-5.45619,143.685,230000.0,2349.0,146.0,language,0,0,13,Papunesia,not endangered
4006,eipo1242,Eipomek,-4.33691,140.045,3000.0,2350.0,146.0,language,0,0,0,Papunesia,threatened
4007,kete1254,Ketengban,-4.5041699999999985,140.44299999999998,10000.0,2350.0,146.0,language,0,0,4,Papunesia,not endangered
4008,unaa1239,Una,-4.69676,140.1,5600.0,2350.0,146.0,language,0,0,0,Papunesia,not endangered
4010,nalc1240,Nalca,-4.260680000000002,139.88299999999998,16000.0,2351.0,146.0,language,0,0,0,Papunesia,not endangered
4011,kosa1249,Kosarek Yale,-4.0660300000000005,139.645,2300.0,2351.0,146.0,language,0,0,3,Papunesia,not endangered
4012,koru1245,Korupun-Sela,-4.53497,139.678,8000.0,2351.0,146.0,language,0,0,5,Papunesia,not endangered
4013,nips1240,Nipsan,-4.14421,139.753,2500.0,2351.0,146.0,language,0,0,0,Papunesia,threatened
4014,niii1240,Nii,-5.763,144.518,12000.0,2352.0,146.0,language,0,0,0,Papunesia,not endangered
4016,nucl1620,Wahgi,-6.11629,144.665,86000.0,2352.0,146.0,language,0,0,5,Papunesia,not endangered
